index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,verbal_id,semantic_distance,verbal_acc_corrected
236,,,,,,survey-text-autocomplete,249,713500,0.0-11.0-6.48-4.48,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""statue""}",,,,,49,1,recognition,figurine,figurine,target,regular,color,null,Exp,Recognition,,,,,statue,0.3070334127513943,0.0
242,,,,,,survey-text-autocomplete,256,723101,0.0-11.0-6.49-4.49,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""bolt""}",,,,,50,1,recognition,bat2,bat2,target,upside_down,color,null,Exp,Recognition,,,,,bolt,0.7093806436482047,0.0
248,,,,,,survey-text-autocomplete,263,730267,0.0-11.0-6.50-4.50,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""float""}",,,,,51,1,recognition,buoy,buoy,target,horizontal_flip,color,null,Exp,Recognition,,,,,float,0.4840841974432659,0.0
254,,,,,,html-keyboard-response,269,749692,0.0-11.0-5.51-1.51,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1711.4000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,52,2,dot,figurine,figurine_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,e,0,0,,,,
258,,,,,,html-keyboard-response,273,751522,0.0-11.0-5.52-1.52,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,812,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,53,2,dot,buoy,buoy_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
262,,,,,,html-keyboard-response,277,753739,0.0-11.0-5.53-1.53,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1205,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,54,2,dot,puffin,puffin_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,,
266,,,,,,html-keyboard-response,281,756417,0.0-11.0-5.54-1.54,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1653.1000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,55,2,dot,punching_bag,punching_bag_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,e,0,0,,,,
270,,,,,,html-keyboard-response,285,758315,0.0-11.0-5.55-1.55,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,878.6999999880791,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,56,2,dot,eclair,eclair_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,e,0,1,,,,
274,,,,,,html-keyboard-response,289,760754,0.0-11.0-5.56-1.56,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1400.199999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,57,2,dot,puffin,puffin_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,e,0,0,,,,
278,,,,,,html-keyboard-response,293,762538,0.0-11.0-5.57-1.57,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,763,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,58,2,dot,punching_bag,punching_bag_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,e,0,1,,,,
282,,,,,,html-keyboard-response,297,764850,0.0-11.0-5.58-1.58,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1290.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,59,2,dot,figurine,figurine_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,i,1,0,,,,
286,,,,,,html-keyboard-response,301,767737,0.0-11.0-5.59-1.59,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1831.199999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,60,2,dot,bat2,bat2_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,,
290,,,,,,html-keyboard-response,305,769596,0.0-11.0-5.60-1.60,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,833.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,61,2,dot,buoy,buoy_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
294,,,,,,html-keyboard-response,309,772050,0.0-11.0-5.61-1.61,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1436.699999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,62,2,dot,bat2,bat2_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,,
298,,,,,,html-keyboard-response,313,774157,0.0-11.0-5.62-1.62,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1090.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,63,2,dot,eclair,eclair_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,e,0,1,,,,
302,,,,,,html-keyboard-response,317,780019,0.0-11.0-5.63-1.63,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,4831.899999991059,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,64,2,dot,puffin,puffin_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,,
306,,,,,,html-keyboard-response,321,784940,0.0-11.0-5.64-1.64,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,3893.5999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,65,2,dot,bat2,bat2_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,,
310,,,,,,html-keyboard-response,325,788799,0.0-11.0-5.65-1.65,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2844.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,66,2,dot,buoy,buoy_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
314,,,,,,html-keyboard-response,329,794816,0.0-11.0-5.66-1.66,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",null,67,2,dot,punching_bag,punching_bag_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,,0,1,,,,
318,,,,,,html-keyboard-response,333,797299,0.0-11.0-5.67-1.67,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1443.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,68,2,dot,eclair,eclair_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,,
322,,,,,,html-keyboard-response,337,800349,0.0-11.0-5.68-1.68,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2011.6000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,69,2,dot,figurine,figurine_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,i,1,1,,,,
326,,,,,,html-keyboard-response,341,802976,0.0-11.0-5.69-1.69,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1569.1000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,70,2,dot,punching_bag,punching_bag_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,i,1,1,,,,
330,,,,,,html-keyboard-response,345,804944,0.0-11.0-5.70-1.70,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,929.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,71,2,dot,eclair,eclair_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,,
334,,,,,,html-keyboard-response,349,807006,0.0-11.0-5.71-1.71,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1037.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/buoy_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,72,2,dot,buoy,buoy_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
338,,,,,,html-keyboard-response,353,808836,0.0-11.0-5.72-1.72,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,791.3999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,73,2,dot,bat2,bat2_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,,
342,,,,,,html-keyboard-response,357,810855,0.0-11.0-5.73-1.73,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1002.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,74,2,dot,puffin,puffin_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,,
346,,,,,,html-keyboard-response,361,813567,0.0-11.0-5.74-1.74,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1676.1000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/figurine_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,75,2,dot,figurine,figurine_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
353,,,,,,survey-text-autocomplete,369,837424,0.0-11.0-6.75-4.75,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"""timeout""",,,,,76,2,recognition,eclair,eclair_mooney,target,upside_down,pre,null,Exp,Recognition,,,,,,,0.0
359,,,,,,survey-text-autocomplete,376,847069,0.0-11.0-6.76-4.76,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""beach ball""}",,,,,77,2,recognition,punching_bag,punching_bag_mooney,target,regular,pre,null,Exp,Recognition,,,,,beach_ball,0.6820693980862085,0.0
365,,,,,,survey-text-autocomplete,383,856101,0.0-11.0-6.77-4.77,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""fishing pole""}",,,,,78,2,recognition,bat2,bat2_mooney,target,upside_down,post,null,Exp,Recognition,,,,,fishing_pole,0.5997499403275246,0.0
371,,,,,,survey-text-autocomplete,390,865265,0.0-11.0-6.78-4.78,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""boat""}",,,,,79,2,recognition,figurine,figurine_mooney,target,regular,post,null,Exp,Recognition,,,,,boat,0.7010912648329548,0.0
377,,,,,,survey-text-autocomplete,397,876855,0.0-11.0-6.79-4.79,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""sea horse""}",,,,,80,2,recognition,puffin,puffin_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,,sea_horse,0.3738066097932321,0.0
383,,,,,,survey-text-autocomplete,404,881746,0.0-11.0-6.80-4.80,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""whale""}",,,,,81,2,recognition,buoy,buoy_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,,whale,0.4938075959299233,0.0
389,,,,,,survey-text-autocomplete,411,890354,0.0-11.0-6.81-4.81,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""hotdog""}",,,,,82,2,recognition,eclair,eclair,target,upside_down,color,null,Exp,Recognition,,,,,hotdog,0.38353662791888277,0.0
395,,,,,,survey-text-autocomplete,418,894920,0.0-11.0-6.82-4.82,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""bird""}",,,,,83,2,recognition,puffin,puffin,target,horizontal_flip,color,null,Exp,Recognition,,,,,bird,0.36331242306684763,0.0
401,,,,,,survey-text-autocomplete,425,900898,0.0-11.0-6.83-4.83,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""gymnastic apparatus""}",,,,,84,2,recognition,punching_bag,punching_bag,target,regular,color,null,Exp,Recognition,,,,,gymnastic_apparatus,0.6610986963372363,0.0
407,,,,,,html-keyboard-response,431,920960,0.0-11.0-5.84-1.84,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1137.0999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,85,3,dot,puffin,puffin_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
411,,,,,,html-keyboard-response,435,923205,0.0-11.0-5.85-1.85,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1226.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,86,3,dot,peanut_butter,peanut_butter_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,i,1,0,,,,
415,,,,,,html-keyboard-response,439,925333,0.0-11.0-5.86-1.86,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1095.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,87,3,dot,banana_peel,banana_peel_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,,
419,,,,,,html-keyboard-response,443,928386,0.0-11.0-5.87-1.87,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2004.0999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,88,3,dot,punching_bag,punching_bag_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
423,,,,,,html-keyboard-response,447,931072,0.0-11.0-5.88-1.88,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1667.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,89,3,dot,eclair,eclair_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,i,1,0,,,,
427,,,,,,html-keyboard-response,451,933549,0.0-11.0-5.89-1.89,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1447,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,90,3,dot,puffin,puffin_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
431,,,,,,html-keyboard-response,455,935474,0.0-11.0-5.90-1.90,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,900.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,91,3,dot,punching_bag,punching_bag_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,e,0,0,,,,
435,,,,,,html-keyboard-response,459,938581,0.0-11.0-5.91-1.91,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2074.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,92,3,dot,eclair,eclair_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,e,0,0,,,,
439,,,,,,html-keyboard-response,463,940735,0.0-11.0-5.92-1.92,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1121.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,93,3,dot,gutter,gutter_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,e,0,1,,,,
443,,,,,,html-keyboard-response,467,942696,0.0-11.0-5.93-1.93,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,927.3999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,94,3,dot,punching_bag,punching_bag_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,e,0,0,,,,
447,,,,,,html-keyboard-response,471,944650,0.0-11.0-5.94-1.94,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,917.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,95,3,dot,eclair,eclair_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,e,0,0,,,,
451,,,,,,html-keyboard-response,475,947078,0.0-11.0-5.95-1.95,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1396,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,96,3,dot,banana_peel,banana_peel_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,,
